sport,game_id,a_team,h_team,a_ml,h_ml,last_mod,num_markets
ESPT,6973952,Gen.g Esports,Sandbox Gaming,23,4.95,1.142857,1583395200000,1583391880288
ESPT,6976435,T1,Afreeca Freecs,22,3.05,1.333333,1583406000000,1583393219344
ESPT,6976436,kt Rolster,Griffin,6,2.2,1.606061,1583481600000,1583352119969
ESPT,6984343,Hanwha Life Esports,Damwon Gaming,6,1.454545,2.6,1583492400000,1583384432557
ESPT,7035032,T1,Sandbox Gaming,6,4.05,1.2,1583568000000,1583388966039
ESPT,7035034,DragonX,Gen.g Esports,6,1.555556,2.3,1583578800000,1583258915070
ESPT,6984328,Griffin,Afreeca Freecs,6,1.357143,3,1583654400000,1583388966154
ESPT,6984344,kt Rolster,APK Prince,6,3,1.344828,1583665200000,1583389528175
ESPT,7030657,X6Tence,G2 Arctic,1,1.714286,2,1583427600000,1583237195305
ESPT,7030659,Movistar Riders,S2V Esports,1,6.5,1.083333,1583427600000,1583141578464
ESPT,7030656,Emonkeyz,Ucam Esports Club,1,1.071429,7,1583431200000,1582960140334
ESPT,7030658,Team Queso,BCN Squad,1,2.1,1.666667,1583434800000,1583348154775
ESPT,7030653,Giants.Spain,MAD Lions Madrid,1,2.25,1.588235,1583438400000,1583228481455
ESPT,6976437,Wild,Saim SE,1,1.05,8.5,1583431200000,1582998333995
ESPT,6976438,Crvena Zvezda,Upper Echelon,1,2.6,1.444444,1583434800000,1582998334088
ESPT,6976433,Warkidz E-Sports,Elementaries,1,1.327869,3.15,1583438400000,1583289229340
ESPT,6976434,Level Up,Energypot Wizards,1,1.105,5.75,1583442000000,1583068855570
ESPT,7039692,Pentanet.gg,Order,1,1.588235,2.2,1583470800000,1583237215017
ESPT,7035934,Mammoth,Avant Garde,1,1.408163,2.75,1583474400000,1583237215017
ESPT,7035933,Legacy Esports,Dire Wolves,1,2.6,1.454545,1583478000000,1583391782564
ESPT,7035932,Avant Garde,Order,1,1.25,3.7,1583481600000,1583237231383
ESPT,7035936,Gravitas,Legacy Esports,1,1.0555,7.5,1583557200000,1583358650860
ESPT,7035930,Chiefs Esports Club,Mammoth,1,10.5,1.025,1583560800000,1583237368190
ESPT,7035929,Gravitas,Pentanet.gg,1,1.29,3.4,1583564400000,1583237368190
ESPT,7035931,Dire Wolves,Chiefs Esports Club,1,1.357143,2.95,1583568000000,1583237393769
ESPT,7019680,J Team,Nova Esports,1,3.35,1.29,1583485200000,1583237257282
ESPT,7019705,Resurgence,Hong Kong Attitude,1,1.277778,3.5,1583488800000,1583237257815
ESPT,7019681,ahq E-Sports Club,Alpha Esports,1,4,1.210526,1583492400000,1583270185902
ESPT,7019706,Hong Kong Attitude,Talon Esports,1,1.166667,4.65,1583496000000,1583237258356
ESPT,7019682,Liyab Esports,Berjaya Dragons,1,1.606061,2.2,1583499600000,1583237259986
ESPT,7019707,Machi E-Sports,ahq E-Sports Club,1,1.540541,2.35,1583503200000,1583226344873
ESPT,7019708,Machi E-Sports,Nova Esports,1,3.35,1.29,1583571600000,1583237261072
ESPT,7019683,J Team,Resurgence,1,7.5,1.0555,1583575200000,1583237261634
ESPT,7019709,Liyab Esports,Machi E-Sports,1,1.2,4.25,1583578800000,1583237262169
ESPT,7019710,Hong Kong Attitude,Berjaya Dragons,1,2.45,1.5,1583582400000,1583237264339
ESPT,7019711,Liyab Esports,ahq E-Sports Club,1,1.0625,7,1583586000000,1583237264897
ESPT,7019712,Alpha Esports,Talon Esports,1,1.25,3.7,1583589600000,1583270186429
ESPT,7019713,Alpha Esports,Machi E-Sports,1,1.357143,2.95,1583658000000,1583270188647
ESPT,7019676,Resurgence,ahq E-Sports Club,1,1.025,10.5,1583661600000,1583237265981
ESPT,7019698,Liyab Esports,Nova Esports,1,1.357143,2.95,1583665200000,1583237267063
ESPT,7019714,Machi E-Sports,Berjaya Dragons,1,3.7,1.25,1583668800000,1583237268143
ESPT,6969383,Nova Esports,Hong Kong Attitude,1,2.25,1.571429,1583672400000,1583237268172
ESPT,7019675,Talon Esports,J Team,1,2.45,1.5,1583676000000,1583237268673
ESPT,7037996,V Gaming Adonis,Dashing Buffalo,6,1.277778,3.5,1583488800000,1583359220349
ESPT,7038000,Team Secret,Ftv Esports,6,4.6,1.166667,1583499600000,1583379509980
ESPT,7037998,Dashing Buffalo,Team Secret,6,1.277778,3.5,1583575200000,1583237401272
ESPT,7037997,Ftv Esports,Team Flash,6,1.166667,4.6,1583586000000,1583237241198
ESPT,7037999,Cerberus Esports,V Gaming Adonis,6,3.35,1.29,1583661600000,1583237712836
ESPT,7037995,Evos Esports,GAM Esports,6,1.1,6.25,1583672400000,1583237243918
ESPT,7006669,Rogue,Team Vitality,10,4.75,1.153846,1583514000000,1583355831125
ESPT,7006670,Misfits Gaming,exceL eSports,10,2.5,1.47619,1583517600000,1583356078431
ESPT,7006686,Mad Lions,FC Schalke 04,1,3.15,1.31746,1583521200000,1583356084482
ESPT,7006687,G2 Esports,Origen,1,2.6,1.444444,1583524800000,1583186162920
ESPT,7006688,Fnatic,SK Gaming,1,6.25,1.1,1583528400000,1583163441360
ESPT,7006689,Origen,Misfits Gaming,1,2.55,1.47619,1583596800000,1583259604396
ESPT,7006671,exceL eSports,Team Vitality,1,3.4,1.29,1583600400000,1583259606622
ESPT,7006690,Mad Lions,Rogue,1,1.625,2.15,1583604000000,1583259604397
ESPT,7006672,FC Schalke 04,SK Gaming,1,2,1.714286,1583607600000,1583163613550
ESPT,7006673,G2 Esports,Fnatic,1,2.25,1.571429,1583611200000,1583259604452
ESPT,7038303,Crest Gaming,Detonation Focusme,1,1.166667,4.6,1583553600000,1583379905729
ESPT,7038304,Fukuoka Softbank Hawks Gaming,Detonation Focusme,1,1.1176,5.5,1583558100000,1583237368171
ESPT,7038307,Fukuoka Softbank Hawks Gaming,Sengoku Gaming,1,1.298507,3.3,1583562600000,1583329964679
ESPT,7038310,Rascal Jester,Crest Gaming,1,1.444444,2.6,1583567100000,1583237368190
ESPT,7038306,Sengoku Gaming,Axiz,1,3.8,1.235294,1583571600000,1583331577741
ESPT,7038305,Axiz,Burning Core,1,1.571429,2.25,1583576100000,1583237404527
ESPT,7038309,V3 Esports,Rascal Jester,1,2.25,1.571429,1583580600000,1583237442716
ESPT,7038308,Burning Core,V3 Esports,1,1.606061,2.2,1583585100000,1583237442724
ESPT,7043022,Detonation Focusme,V3 Esports,1,4.95,1.142857,1583658000000,1583356649004
ESPT,7038234,Dark Passage,Galakticos,1,2.65,1.425532,1583578800000,1583313758188
ESPT,7038229,Istanbul Wild Cats,5 Ronin,1,2.2,1.606061,1583582400000,1583237442716
ESPT,7038226,Supermassive Esports,Besiktas Esports Club,1,4.6,1.166667,1583586000000,1583237442724
ESPT,7038233,Royal Youth,Team Aurora,1,1.327869,3.15,1583589600000,1583232319706
ESPT,7038227,Team Aurora,1907 Fenerbahce Esports,1,1.181818,4.3,1583665200000,1583237715576
ESPT,7038236,Supermassive Esports,Dark Passage,1,2.6,1.444444,1583668800000,1583237720442
ESPT,7038230,5 Ronin,Galakticos,1,1.5,2.45,1583672400000,1583237726371
ESPT,7038235,Royal Youth,Besiktas Esports Club,1,1.277778,3.5,1583676000000,1583237420321
ESPT,7038212,M19 Team,Crowcrowd,1,1.357143,2.95,1583586000000,1583237442724
ESPT,7038217,Elements Pro Gaming,Vega Squadron,1,2.6,1.444444,1583589600000,1583237477668
ESPT,7038214,Dragon Army,Unicorns of Love,1,1.04,9,1583593200000,1583237479792
ESPT,7038216,Gambit Esports,Rox,1,3.2,1.31746,1583596800000,1583237484045
ESPT,7038215,Elements Pro Gaming,Gambit Esports,1,1.444444,2.6,1583672400000,1583237726377
ESPT,7038213,Crowcrowd,Unicorns of Love,1,1.31746,3.2,1583676000000,1583237732383
ESPT,7038211,M19 Team,Dragon Army,1,1.526316,2.35,1583679600000,1583237466271
ESPT,7038248,Rox,Vega Squadron,1,2.25,1.571429,1583683200000,1583237466803
ESPT,7037867,Redemption Poa,Kabum Esports,1,1.8,1.909091,1583596800000,1583257849750
ESPT,7037871,Intz E-Sports,Pain Gaming,1,1.526316,2.35,1583600400000,1583237697957
ESPT,7037868,Progaming Esports,FURIA Uppercut,1,2.3,1.555556,1583604000000,1583237552065
ESPT,7037864,Flamengo Esports,Keyd Stars,1,2.45,1.5,1583607600000,1583237555301
ESPT,7037866,Kabum Esports,Intz E-Sports,1,1.526316,2.35,1583683200000,1583237732382
ESPT,7037865,Flamengo Esports,Progaming Esports,1,2.75,1.408163,1583686800000,1583237732884
ESPT,7037869,Keyd Stars,Pain Gaming,1,2.45,1.5,1583690400000,1583237732884
ESPT,7037870,Redemption Poa,FURIA Uppercut,1,1.444444,2.6,1583694000000,1583237739915
ESPT,7037957,Infinity Esports,Azules Esports,1,5.5,1.1176,1583604000000,1583237552065
ESPT,7037960,Furious Gaming,Rainbow7,1,1.235294,3.75,1583607600000,1583300158579
ESPT,7037953,All Knights,Pixel Esports Club,1,4.65,1.166667,1583611200000,1583237530123
ESPT,7037959,Isurus Gaming,Xten Esports,1,4.25,1.2,1583614800000,1583237564304
ESPT,7037958,Isurus Gaming,Infinity Esports,1,1.77,1.952381,1583686800000,1583227527191
ESPT,7037956,Xten Esports,Rainbow7,1,1.26,3.65,1583690400000,1583237532798
ESPT,7037955,Furious Gaming,All Knights,1,1.133333,5.25,1583694000000,1583308470713
ESPT,7037954,Azules Esports,Pixel Esports Club,1,1.526316,2.35,1583697600000,1583237742073
ESPT,6984326,Team Dignitas,100 Thieves,1,2.15,1.645161,1583618400000,1583347041242
ESPT,6984428,TSM,Cloud9,1,1.153846,4.85,1583622000000,1583338865535
ESPT,6984430,Counter Logic Gaming,Liquid,1,1.210526,3.95,1583625600000,1583256751013
ESPT,6984339,Evil Geniuses,Flyquest,1,1.454545,2.6,1583629200000,1583327248081
ESPT,6984340,Evil Geniuses,Counter Logic Gaming,1,2.75,1.408163,1583694000000,1583245106955
ESPT,6984341,Immortals,100 Thieves,1,1.606061,2.2,1583697600000,1583245104866
ESPT,6984342,Team Dignitas,Golden Guardians,1,2.4,1.512821,1583701200000,1583327371384
ESPT,6984327,TSM,Flyquest,1,1.77,1.952381,1583704800000,1583380478934
ESPT,6986637,Immortals,Liquid,1,1.298507,3.35,1583800200000,1583380480233
ESPT,6986639,Cloud9,Golden Guardians,1,7,1.071429,1583803800000,1583249286320
ESPT,6991597,Oh My God,LNG Esports,6,1.444444,2.6,1583733600000,1583368909575
ESPT,7041670,JD Gaming,Funplus Phoenix,6,1.465116,2.55,1583744400000,1583328162168
ESPT,7041667,Top Esports,Royal Never Give Up,6,2.1,1.666667,1583751600000,1583391458250
ESPT,7041669,Lgd Gaming,Dominus Esports,6,1.714286,2,1583830800000,1583311813729
ESPT,7041668,Suning Gaming,Estar,6,2.2,1.606061,1583838000000,1583356635994
ESPT,7041683,Team We,Victory Five,6,2,1.714286,1583917200000,1583311815815
ESPT,7043346,Timeout Esports,Rsca Esports,1,3.2,1.31746,1583776800000,1583356632210
ESPT,7043344,Aethra Esports,Yellow-Red KV Mechelen,1,3.5,1.277778,1583780400000,1583356632209
ESPT,7043345,Sector One,Brussels Guardians,1,6.75,1.071429,1583784000000,1583356632210
ESPT,7043203,Red Canids,Falkol,1,1.571429,2.25,1583798400000,1583356632207
ESPT,7043207,Santos E-Sports,Intergalaxy Tigers,1,5.5,1.1176,1583802000000,1583356632207
ESPT,7043208,Havan Liberty Gaming,Team One Esports,1,3.5,1.277778,1583805600000,1583356632207
